place_fips,place_name,full_fips,county_name,coverage_percentage
4511620,Capitol View CDP,45079,Richland County,100
0134490,Highland Lakes CDP,01117,Shelby County,100
0452230,Palominas CDP,04003,Cochise County,100
1214412,Coral Terrace CDP,12086,Miami-Dade County,100
2442450,Jennings CDP,24023,Garrett County,100
3430738,Heathcote CDP,34023,Middlesex County,100
3613420,Center Moriches CDP,36103,Suffolk County,100
3631918,Hampton Manor CDP,36083,Rensselaer County,100
4226432,Folsom CDP,42045,Delaware County,100
4866806,Serenada CDP,48491,Williamson County,100
5304195,Barberton CDP,53011,Clark County,100
5350115,North Puyallup CDP,53053,Pierce County,100
0646226,Mather CDP,06067,Sacramento County,100
0658758,Princeton CDP,06011,Colusa County,100
0863375,Redlands CDP,08077,Mesa County,100
1224387,Fort Pierce South CDP,12111,St. Lucie County,100
3665024,Sand Ridge CDP,36075,Oswego County,100
3682304,Wilmington CDP,36031,Essex County,100
4235800,Horsham CDP,42091,Montgomery County,100
4826724,Fort Hancock CDP,48229,Hudspeth County,100
0560470,Roland CDP,05119,Pulaski County,100
0621916,Elfin Forest CDP,06073,San Diego County,100
0649558,Mountain Gate CDP,06089,Shasta County,100
2415075,Chance CDP,24039,Somerset County,100
2661320,Oscoda CDP,26069,Iosco County,100
3250600,Nelson CDP,32003,Clark County,100
3479100,West Freehold CDP,34025,Monmouth County,100
3545690,McCartys Village CDP,35006,Cibola County,100
3612584,Caroga Lake CDP,36035,Fulton County,100
3708040,Broad Creek CDP,37031,Carteret County,100
4226504,Force CDP,42047,Elk County,100
4577425,Whitney CDP,45083,Spartanburg County,100
4939040,Jensen CDP,49047,Uintah County,100
5658680,Osage CDP,56045,Weston County,100
0623150,Fairbanks Ranch CDP,06073,San Diego County,100
0630987,Greenfield CDP,06029,Kern County,100
2637620,Henderson CDP,26155,Shiawassee County,100
3507492,Black Hat CDP,35031,McKinley County,100
4229704,Glenmoore CDP,42029,Chester County,100
4237584,Jacksonwald CDP,42011,Berks County,100
1943950,Leando CDP,19177,Van Buren County,100
2250815,Milton CDP,22055,Lafayette Parish,100
3254200,Panaca CDP,32017,Lincoln County,100
4860026,Quail Creek CDP,48469,Victoria County,100
5308080,Brinnon CDP,53031,Jefferson County,100
0827535,Fort Garland CDP,08023,Costilla County,100
1231025,Holden Heights CDP,12095,Orange County,100
2310320,Cape Neddick CDP,23031,York County,100
2486525,Woodlawn CDP,24033,Prince George's County,100
2539730,Medfield CDP,25021,Norfolk County,100
2679240,Temperance CDP,26115,Monroe County,100
3515860,Cliff CDP,35017,Grant County,100
0265345,Ridgeway CDP,02122,Kenai Peninsula Borough,100
2240595,Lacassine CDP,22053,Jefferson Davis Parish,100
3682260,Willsboro CDP,36031,Essex County,100
3980612,Walnut Creek CDP,39075,Holmes County,100
4009887,Bull Hollow CDP,40041,Delaware County,100
4736700,Huron CDP,47077,Henderson County,100
5037750,Killington Village CDP,50021,Rutland County,100
5117632,Clover CDP,51083,Halifax County,100
5151848,Millboro CDP,51017,Bath County,100
0943790,Long Hill CDP,09011,New London County,100
1260325,Ridge Manor CDP,12053,Hernando County,100
1547450,Makaha CDP,15003,Honolulu County,100
2166846,Rosine CDP,21183,Ohio County,100
4215328,Colonial Park CDP,42043,Dauphin County,100
4614660,Crocker CDP,46025,Clark County,100
4720120,Dellrose CDP,47103,Lincoln County,100
4830629,Grape Creek CDP,48451,Tom Green County,100
5313015,Cliffdell CDP,53077,Yakima County,100
0231050,Haines CDP,02100,Haines Borough,100
0620697,East Hemet CDP,06065,Riverside County,100
0649446,Moss Beach CDP,06081,San Mateo County,100
3602649,Armonk CDP,36119,Westchester County,100
3628990,Gilgo CDP,36103,Suffolk County,100
3763920,Spivey's Corner CDP,37163,Sampson County,100
3935613,Hilltop CDP,39155,Trumbull County,100
4255480,North Vandergrift CDP,42005,Armstrong County,100
5137544,Hiwassee CDP,51155,Pulaski County,100
0547720,Mount Judea CDP,05101,Newton County,100
0617722,Cutten CDP,06023,Humboldt County,100
0877757,Todd Creek CDP,08001,Adams County,100
0941830,Lakeville CDP,09005,Litchfield County,100
1215725,Crystal Lake CDP,12105,Polk County,100
2157030,Oakbrook CDP,21015,Boone County,100
3546170,Madrone CDP,35061,Valencia County,100
4233328,Hayti CDP,42029,Chester County,100
4282088,Weissport East CDP,42025,Carbon County,100
4643780,Morningside CDP,46005,Beadle County,100
5541160,Lake Arrowhead CDP,55001,Adams County,100
0660592,Richfield CDP,06103,Tehama County,100
1576250,Waikele CDP,15003,Honolulu County,100
2226757,Fort Polk South CDP,22115,Vernon Parish,100
3104545,Berea CDP,31013,Box Butte County,100
3604055,Baiting Hollow CDP,36103,Suffolk County,100
3680225,West Hempstead CDP,36059,Nassau County,100
3726680,Gloucester CDP,37031,Carteret County,100
3975434,Summerside CDP,39025,Clermont County,100
4271056,Slabtown CDP,42037,Columbia County,100
7255097,Morovis zona urbana,72101,Morovis Municipio,100
1841058,Lake Dalecarlia CDP,18089,Lake County,100
2376330,Thomaston CDP,23013,Knox County,100
3029875,Gallatin Gateway CDP,30031,Gallatin County,100
3069680,South Browning CDP,30035,Glacier County,100
3333780,Hanover CDP,33009,Grafton County,100
3640838,Lake Ronkonkoma CDP,36103,Suffolk County,100
4207472,Boiling Springs CDP,42041,Cumberland County,100
4808830,Blue Berry Hill CDP,48025,Bee County,100
5349940,North Lynnwood CDP,53061,Snohomish County,100
5419108,Cross Lanes CDP,54039,Kanawha County,100
2348610,Newcastle CDP,23015,Lincoln County,100
2408800,Bowleys Quarters CDP,24005,Baltimore County,100
3053500,New Rockport Colony CDP,30099,Teton County,100
3408620,Budd Lake CDP,34027,Morris County,100
3454960,Olivet CDP,34033,Salem County,100
3905013,Beechwood Trails CDP,39089,Licking County,100
4225280,Farmington CDP,42051,Fayette County,100
4226232,Fivepointville CDP,42071,Lancaster County,100
4269984,Sheffield CDP,42123,Warren County,100
5327680,Gorst CDP,53035,Kitsap County,100
0556690,Poplar Grove CDP,05107,Phillips County,100
2817700,Darling CDP,28119,Quitman County,100
3672400,Swan Lake CDP,36105,Sullivan County,100
3710800,Cashiers CDP,37099,Jackson County,100
4068275,Snake Creek CDP,40097,Mayes County,100
4843150,Llano Grande CDP,48215,Hidalgo County,100
4948170,Marion CDP,49043,Summit County,100
5149336,Mappsville CDP,51001,Accomack County,100
5337538,Lake Marcel-Stillwater CDP,53033,King County,100
5428444,Fort Ashby CDP,54057,Mineral County,100
0610554,Camp Pendleton Mainside CDP,06073,San Diego County,100
0634302,Home Gardens CDP,06065,Riverside County,100
1765104,Rock Island Arsenal CDP,17161,Rock Island County,100
2424650,East Riverdale CDP,24033,Prince George's County,100
2670160,Ruby CDP,26147,St. Clair County,100
2848880,Morgantown CDP,28001,Adams County,100
5106216,Bellwood CDP,51041,Chesterfield County,100
5467396,Red Jacket CDP,54059,Mingo County,100
7233597,Hato Arriba comunidad,72131,San Sebastián Municipio,100
1781295,White Heath CDP,17147,Piatt County,100
3451360,New Egypt CDP,34029,Ocean County,100
3622832,East Quogue CDP,36103,Suffolk County,100
3758740,Salem CDP,37023,Burke County,100
3952612,Mount Carmel CDP,39025,Clermont County,100
4038201,Johnson Prairie CDP,40021,Cherokee County,100
4270064,Shenandoah Heights CDP,42107,Schuylkill County,100
4842952,Lipscomb CDP,48295,Lipscomb County,100
7828000,Cruz Bay CDP,78020,St. John Island,100
2205525,Bayou Vista CDP,22101,St. Mary Parish,100
2541200,Milford CDP,25027,Worcester County,100
2870720,Stoneville CDP,28151,Washington County,100
3475020,Upper Montclair CDP,34013,Essex County,100
5168885,Rose Hill CDP,51105,Lee County,100
0644350,Lower Lake CDP,06033,Lake County,100
0827175,Floyd Hill CDP,08019,Clear Creek County,100
3253200,Osino CDP,32007,Elko County,100
3266800,Silver City CDP,32019,Lyon County,100
3540525,Lee Acres CDP,35045,San Juan County,100
4749940,Mooresburg CDP,47073,Hawkins County,100
5416972,Colcord CDP,54081,Raleigh County,100
0644168,Los Olivos CDP,06083,Santa Barbara County,100
1542950,Lahaina CDP,15009,Maui County,100
2069725,Sycamore CDP,20125,Montgomery County,100
3483170,Yardville CDP,34021,Mercer County,100
3753580,Potters Hill CDP,37061,Duplin County,100
3935866,Holiday Lakes CDP,39077,Huron County,100
3983776,West Logan CDP,39073,Hocking County,100
0440160,La Paz Valley CDP,04012,La Paz County,100
0638772,Knightsen CDP,06013,Contra Costa County,100
2209235,Branch CDP,22001,Acadia Parish,100
2372900,South Windham CDP,23005,Cumberland County,100
2918190,Danville CDP,29139,Montgomery County,100
3665409,Sayville CDP,36103,Suffolk County,100
4264464,Richboro CDP,42017,Bucks County,100
4833356,Hermleigh CDP,48415,Scurry County,100
5351795,Orchards CDP,53011,Clark County,100
1328440,Fairfield Plantation CDP,13045,Carroll County,100
1354768,New England CDP,13083,Dade County,100
3551420,Navajo CDP,35031,McKinley County,100
3945304,Lucasville CDP,39145,Scioto County,100
4642579,Millerdale Colony CDP,46059,Hand County,100
0568330,Sweet Home CDP,05119,Pulaski County,100
3680632,Weston Mills CDP,36009,Cattaraugus County,100
5433580,Greenview CDP,54005,Boone County,100
7200874,Aguas Buenas zona urbana,72007,Aguas Buenas Municipio,100
1560350,Pakala Village CDP,15007,Kauai County,100
2164632,Reidland CDP,21145,McCracken County,100
3352260,Newmarket CDP,33015,Rockingham County,100
5519500,Delavan Lake CDP,55127,Walworth County,100
0677860,Tancred CDP,06113,Yolo County,100
1233966,Inverness Highlands South CDP,12017,Citrus County,100
1274016,Verandah CDP,12071,Lee County,100
1823854,Fontanet CDP,18167,Vigo County,100
2226665,Fort Jesup CDP,22085,Sabine Parish,100
2433250,Glenmont CDP,24031,Montgomery County,100
3500765,Acomita Lake CDP,35006,Cibola County,100
3641784,Leeds CDP,36039,Greene County,100
4203768,Baidland CDP,42125,Washington County,100
4450140,Newport East CDP,44005,Newport County,100
5187960,Wyndham CDP,51087,Henrico County,100
0209657,Buffalo Soapstone CDP,02170,Matanuska-Susitna Borough,100
0614302,Cobb CDP,06033,Lake County,100
2430100,Franklin CDP,24001,Allegany County,100
2445325,Landover CDP,24033,Prince George's County,100
3940264,Kimbolton CDP,39059,Guernsey County,100
5143359,Lake Caroline CDP,51033,Caroline County,100
0606635,Big River CDP,06071,San Bernardino County,100
1835536,Idaville CDP,18181,White County,100
3726460,Glen Raven CDP,37001,Alamance County,100
4015250,Cleora CDP,40041,Delaware County,100
0447750,Morristown CDP,04013,Maricopa County,100
1277275,White City CDP,12111,St. Lucie County,100
3630581,Greenport West CDP,36103,Suffolk County,100
3941363,Lake Darby CDP,39049,Franklin County,100
4248768,Merion Station CDP,42091,Montgomery County,100
4840676,Lake Meredith Estates CDP,48233,Hutchinson County,100
0433945,Hotevilla-Bacavi CDP,04017,Navajo County,100
0678638,Three Rivers CDP,06107,Tulare County,100
1654820,Mountain Home AFB CDP,16039,Elmore County,100
3933768,Harrisburg CDP,39151,Stark County,100
4224544,Fairdale CDP,42059,Greene County,100
5603725,Arvada CDP,56033,Sheridan County,100
0611796,Castaic CDP,06037,Los Angeles County,100
1311626,Buckhead CDP,13029,Bryan County,100
1688660,Yellow Pine CDP,16085,Valley County,100
2211580,Cade CDP,22099,St. Martin Parish,100
2518875,East Douglas CDP,25027,Worcester County,100
3618762,Cragsmoor CDP,36111,Ulster County,100
3683294,Wyandanch CDP,36103,Suffolk County,100
3712520,Chinquapin CDP,37061,Duplin County,100
5120436,Crosspointe CDP,51059,Fairfax County,100
2875520,University CDP,28071,Lafayette County,100
3847796,Long Creek CDP,38105,Williams County,100
3953914,Nettle Lake CDP,39171,Williams County,100
4180900,West Slope CDP,41067,Washington County,100
4209248,Broomall CDP,42045,Delaware County,100
5523900,Emerald CDP,55109,St. Croix County,100
5682967,Westview Circle CDP,56031,Platte County,100
0638177,Kep'el CDP,06023,Humboldt County,100
1346580,Lindale CDP,13115,Floyd County,100
5147720,Lyndhurst CDP,51015,Augusta County,100
0284120,Whitestone CDP,02240,Southeast Fairbanks Census Area,100
1578200,Waimanalo Beach CDP,15003,Honolulu County,100
2418250,Cockeysville CDP,24005,Baltimore County,100
3406040,Blackwood CDP,34007,Camden County,100
5312175,Chico CDP,53035,Kitsap County,100
7220783,Corozal zona urbana,72047,Corozal Municipio,100
0465490,Sells CDP,04019,Pima County,100
0656756,Pescadero CDP,06081,San Mateo County,100
2272975,Starks CDP,22019,Calcasieu Parish,100
2472350,Silver Hill CDP,24033,Prince George's County,100
2514430,Clinton CDP,25027,Worcester County,100
3577635,Thunder Mountain CDP,35049,Santa Fe County,100
4861784,Richards CDP,48185,Grimes County,100
0608478,Brookdale CDP,06087,Santa Cruz County,100
1256525,Pinecraft CDP,12115,Sarasota County,100
3611220,Burlington Flats CDP,36077,Otsego County,100
4133150,Heceta Beach CDP,41039,Lane County,100
4723880,Embreeville CDP,47179,Washington County,100
5480764,Tornado CDP,54039,Kanawha County,100
0612818,Cherokee CDP,06007,Butte County,100
0637106,Jamestown CDP,06109,Tuolumne County,100
0656140,Patton Village CDP,06035,Lassen County,100
1253100,Orlovista CDP,12095,Orange County,100
2661500,Ossineke CDP,26007,Alpena County,100
2827580,Glen Allan CDP,28151,Washington County,100
3000175,Absarokee CDP,30095,Stillwater County,100
3476820,Waretown CDP,34029,Ocean County,100
4273224,Spring Hill CDP,42021,Cambria County,100
4286288,Woodlyn CDP,42045,Delaware County,100
5370175,Taholah CDP,53027,Grays Harbor County,100
5517150,Cornucopia CDP,55007,Bayfield County,100
0663106,Rough and Ready CDP,06057,Nevada County,100
0911360,Candlewood Isle CDP,09001,Fairfield County,100
3017500,Coram CDP,30029,Flathead County,100
3464860,Ross Corner CDP,34037,Sussex County,100
3722800,Farmington CDP,37059,Davie County,100
4220662,Eagleview CDP,42029,Chester County,100
4522075,East Gaffney CDP,45021,Cherokee County,100
4740732,Lakewood Park CDP,47031,Coffee County,100
0260200,Perryville CDP,02164,Lake and Peninsula Borough,100
0640116,Lanare CDP,06019,Fresno County,100
0664392,Samoa CDP,06023,Humboldt County,100
3065950,Sand Coulee CDP,30013,Cascade County,100
3444820,Mays Landing CDP,34001,Atlantic County,100
3539332,Las Campanas CDP,35049,Santa Fe County,100
4132100,Harbor CDP,41015,Curry County,100
7254688,Monte Verde comunidad,72113,Ponce Municipio,100
0468670,South Komelik CDP,04019,Pima County,100
1215862,Cudjoe Key CDP,12087,Monroe County,100
1869642,Shorewood Forest CDP,18127,Porter County,100
2506170,Bliss Corner CDP,25005,Bristol County,100
2516635,Deerfield CDP,25011,Franklin County,100
2807620,Bond CDP,28131,Stone County,100
3537910,Lake Valley CDP,35045,San Juan County,100
5133824,Gwynn CDP,51115,Mathews County,100
0235890,Ivanof Bay CDP,02164,Lake and Peninsula Borough,100
0630345,Gold River CDP,06067,Sacramento County,100
0675714,Summerland CDP,06083,Santa Barbara County,100
2257705,Old Jefferson CDP,22033,East Baton Rouge Parish,100
2329500,Greenville CDP,23021,Piscataquis County,100
2340000,Lisbon CDP,23001,Androscoggin County,100
2450750,Marlow Heights CDP,24033,Prince George's County,100
2688480,Woodland Beach CDP,26115,Monroe County,100
3005050,Belknap CDP,30089,Sanders County,100
3048100,Martin City CDP,30029,Flathead County,100
3454630,Oceanville CDP,34001,Atlantic County,100
3662066,Riverside CDP,36103,Suffolk County,100
4021000,Dixon CDP,40133,Seminole County,100
4152050,Netarts CDP,41057,Tillamook County,100
4250208,Mocanaqua CDP,42079,Luzerne County,100
2443900,Kettering CDP,24033,Prince George's County,100
3714600,Cordova CDP,37153,Richmond County,100
0453770,Peach Springs CDP,04015,Mohave County,100
0606210,Bethel Island CDP,06013,Contra Costa County,100
0608716,Buck Meadows CDP,06043,Mariposa County,100
4872248,Terlingua CDP,48043,Brewster County,100
5337077,Lake Bosworth CDP,53061,Snohomish County,100
0642104,Lockeford CDP,06077,San Joaquin County,100
2357115,Patten CDP,23019,Penobscot County,100
4080900,Whitesboro CDP,40079,Le Flore County,100
5107976,Bland CDP,51021,Bland County,100
5318198,Dollars Corner CDP,53011,Clark County,100
5523025,Elcho CDP,55067,Langlade County,100
0567790,Sulphur Springs CDP,05069,Jefferson County,100
0904965,Bigelow Corners CDP,09001,Fairfield County,100
0971530,South Woodstock CDP,09015,Windham County,100
1758577,Penfield CDP,17019,Champaign County,100
2274550,Taft CDP,22089,St. Charles Parish,100
4268144,Schaefferstown CDP,42075,Lebanon County,100
4777980,Walterhill CDP,47149,Rutherford County,100
5176912,Sussex CDP,51183,Sussex County,100
5304125,Banks Lake South CDP,53025,Grant County,100
0474680,Topawa CDP,04019,Pima County,100
0863705,Redvale CDP,08085,Montrose County,100
2673730,Shorewood-Tower Hills-Harbert CDP,26021,Berrien County,100
3342500,Littleton CDP,33009,Grafton County,100
4264296,Rew CDP,42083,McKean County,100
4270704,Silkworth CDP,42079,Luzerne County,100
5151544,Midland CDP,51061,Fauquier County,100
0603316,Avery CDP,06009,Calaveras County,100
3019800,Deerfield Colony CDP,30027,Fergus County,100
3721120,Elrod CDP,37155,Robeson County,100
4241192,Lampeter CDP,42071,Lancaster County,100
7235962,Imbéry comunidad,72017,Barceloneta Municipio,100
0519720,Drasco CDP,05023,Cleburne County,100
1579250,Wainiha CDP,15007,Kauai County,100
2166162,Rockholds CDP,21235,Whitley County,100
3537407,La Hacienda CDP,35029,Luna County,100
3606574,Billington Heights CDP,36029,Erie County,100
3741600,Marshallberg CDP,37031,Carteret County,100
4267656,Salunga CDP,42071,Lancaster County,100
5106424,Belspring CDP,51155,Pulaski County,100
0527610,Goodwin CDP,05123,St. Francis County,100
0801145,Alamosa East CDP,08003,Alamosa County,100
3519220,Cubero CDP,35006,Cibola County,100
4254064,New Schaefferstown CDP,42011,Berks County,100
0646702,Meiners Oaks CDP,06111,Ventura County,100
1077840,Wilmington Manor CDP,10003,New Castle County,100
3442840,Malaga CDP,34015,Gloucester County,100
4812904,Carlton CDP,48193,Hamilton County,100
7201863,Alianza comunidad,72027,Camuy Municipio,100
0471020,Sunsites CDP,04003,Cochise County,100
0620903,East Niles CDP,06029,Kern County,100
0681638,Valinda CDP,06037,Los Angeles County,100
0868847,Security-Widefield CDP,08041,El Paso County,100
2212840,Carlyss CDP,22019,Calcasieu Parish,100
2314450,Cornish CDP,23031,York County,100
3056575,Park City CDP,30095,Stillwater County,100
4663452,Thunderbird Colony CDP,46049,Faulk County,100
0628182,Garden Acres CDP,06077,San Joaquin County,100
0647086,Mesa Vista CDP,06003,Alpine County,100
2011025,Catharine CDP,20051,Ellis County,100
2402025,Arden on the Severn CDP,24003,Anne Arundel County,100
3460210,Port Colden CDP,34041,Warren County,100
4564240,Saxon CDP,45083,Spartanburg County,100
0681050,Twin Lakes CDP,06087,Santa Cruz County,100
1204350,Bayshore Gardens CDP,12081,Manatee County,100
1566800,Pupukea CDP,15003,Honolulu County,100
3439900,Leisure Village CDP,34029,Ocean County,100
3757540,Rocky Point CDP,37141,Pender County,100
3931262,Grandview CDP,39061,Hamilton County,100
4264256,Reservoir CDP,42013,Blair County,100
4548900,Murphys Estates CDP,45037,Edgefield County,100
5362120,Seabeck CDP,53035,Kitsap County,100
0439790,Lake of the Woods CDP,04017,Navajo County,100
0570070,Tucker CDP,05069,Jefferson County,100
0607512,Boonville CDP,06045,Mendocino County,100
1226375,Golden Glades CDP,12086,Miami-Dade County,100
1531100,Kaunakakai CDP,15009,Maui County,100
3909652,Brunersburg CDP,39039,Defiance County,100
4517845,Cross Anchor CDP,45083,Spartanburg County,100
0153232,Nances Creek CDP,01015,Calhoun County,100
0645932,Mariposa CDP,06043,Mariposa County,100
2529090,Harwich Port CDP,25001,Barnstable County,100
3658189,Pine Valley CDP,36015,Chemung County,100
4202608,Annville CDP,42075,Lebanon County,100
4860020,Quail CDP,48087,Collingsworth County,100
5337830,Lake Shore CDP,53011,Clark County,100
5371995,Torboy CDP,53019,Ferry County,100
5571050,St. Peter CDP,55039,Fond du Lac County,100
0507420,Board Camp CDP,05113,Polk County,100
0648046,Mira Monte CDP,06111,Ventura County,100
0670336,Sattley CDP,06091,Sierra County,100
3516560,Cochiti CDP,35043,Sandoval County,100
3651847,North Creek CDP,36113,Warren County,100
4270652,Sierra View CDP,42089,Monroe County,100
2630540,Freeland CDP,26145,Saginaw County,100
3983541,West Hill CDP,39155,Trumbull County,100
2336990,Kingfield CDP,23007,Franklin County,100
2451075,Maryland City CDP,24003,Anne Arundel County,100
2531750,Huntington CDP,25015,Hampshire County,100
3415910,Crestwood Village CDP,34029,Ocean County,100
4130165,Gopher Flats CDP,41059,Umatilla County,100
4431240,Greene CDP,44003,Kent County,100
4566917,Slater-Marietta CDP,45045,Greenville County,100
4869326,South Toledo Bend CDP,48351,Newton County,100
5122064,Deltaville CDP,51119,Middlesex County,100
5308500,Bryant CDP,53061,Snohomish County,100
0105212,Belle Fontaine CDP,01097,Mobile County,100
0447190,Moccasin CDP,04015,Mohave County,100
0462910,San Carlos CDP,04007,Gila County,100
0531270,Henderson CDP,05005,Baxter County,100
1718771,Dayton CDP,17099,LaSalle County,100
3332260,Groveton CDP,33007,Coos County,100
3428470,Griggstown CDP,34035,Somerset County,100
5104856,Baskerville CDP,51117,Mecklenburg County,100
5467972,Reynoldsville CDP,54033,Harrison County,100
0410040,Canyon Day CDP,04007,Gila County,100
0680266,Tranquillity CDP,06019,Fresno County,100
2550005,Norton Center CDP,25005,Bristol County,100
2824460,Farrell CDP,28027,Coahoma County,100
3550020,Moquino CDP,35006,Cibola County,100
3936624,Huber Ridge CDP,39049,Franklin County,100
4038475,Justice CDP,40131,Rogers County,100
4280336,Virginville CDP,42011,Berks County,100
5405068,Beards Fork CDP,54019,Fayette County,100
5531975,Hager City CDP,55093,Pierce County,100
7214634,Carrizales comunidad,72065,Hatillo Municipio,100
0147740,Meadowbrook CDP,01117,Shelby County,100
0618590,Del Monte Forest CDP,06053,Monterey County,100
1974325,Sperry CDP,19057,Des Moines County,100
2454925,Nanticoke CDP,24045,Wicomico County,100
3556748,Picacho Hills CDP,35013,Doña Ana County,100
4010400,Bushyhead CDP,40131,Rogers County,100
4202416,Ancient Oaks CDP,42077,Lehigh County,100
5431756,Glen Fork CDP,54109,Wyoming County,100
2469675,St. Leonard CDP,24009,Calvert County,100
4258240,Parkville CDP,42133,York County,100
2069925,Talmage CDP,20041,Dickinson County,100
3423610,Flagtown CDP,34035,Somerset County,100
3657364,Peru CDP,36019,Clinton County,100
3667081,Shokan CDP,36111,Ulster County,100
5350500,Ocean City CDP,53027,Grays Harbor County,100
0610074,Cambria CDP,06079,San Luis Obispo County,100
0663050,Rossmoor CDP,06059,Orange County,100
1741346,Lake of the Woods CDP,17019,Champaign County,100
2834700,Independence CDP,28137,Tate County,100
3603320,Averill Park CDP,36083,Rensselaer County,100
0443920,Maish Vaya CDP,04019,Pima County,100
1232375,Homosassa CDP,12017,Citrus County,100
1266062,Silver Lake CDP,12069,Lake County,100
2442575,Jesterville CDP,24045,Wicomico County,100
2483225,West Ocean City CDP,24047,Worcester County,100
2971628,Sundown CDP,29153,Ozark County,100
5337415,Lake Ketchum CDP,53061,Snohomish County,100
5569300,Rome CDP,55055,Jefferson County,100
0962640,Putnam CDP,09015,Windham County,100
1276937,West Vero Corridor CDP,12061,Indian River County,100
1547600,Makakilo CDP,15003,Honolulu County,100
2316375,Danforth CDP,23029,Washington County,100
3004575,Beaver Creek CDP,30041,Hill County,100
3410450,Carlls Corner CDP,34011,Cumberland County,100
3466840,Shark River Hills CDP,34025,Monmouth County,100
3504030,Apache Creek CDP,35003,Catron County,100
3702780,Avon CDP,37055,Dare County,100
3727120,Gorman CDP,37063,Durham County,100
4738800,Karns CDP,47093,Knox County,100
5308325,Browns Point CDP,53053,Pierce County,100
5469100,Robinette CDP,54045,Logan County,100
1521200,Kahaluu CDP,15003,Honolulu County,100
3677574,Viola CDP,36087,Rockland County,100
5035500,Irasburg CDP,50019,Orleans County,100
2265150,River Ridge CDP,22051,Jefferson Parish,100
2851240,New Hamilton CDP,28095,Monroe County,100
3040720,Kingsbury Colony CDP,30073,Pondera County,100
3073165,Sylvanite CDP,30053,Lincoln County,100
3467665,Silver Ridge CDP,34029,Ocean County,100
3531925,Haystack CDP,35031,McKinley County,100
4014800,Clarksville CDP,40145,Wagoner County,100
4970190,Snyderville CDP,49043,Summit County,100
5584150,Waubeka CDP,55089,Ozaukee County,100
0431182,Hard Rock CDP,04017,Navajo County,100
0620424,Eagleville CDP,06049,Modoc County,100
0982030,West Cornwall CDP,09005,Litchfield County,100
1728248,Gages Lake CDP,17097,Lake County,100
2060200,Riverton CDP,20021,Cherokee County,100
2109379,Breckinridge Center CDP,21225,Union County,100
2400400,Adelphi CDP,24033,Prince George's County,100
2528460,Hanson CDP,25023,Plymouth County,100
3972284,Shiloh CDP,39113,Montgomery County,100
4203616,Avella CDP,42125,Washington County,100
4542460,Longcreek CDP,45073,Oconee County,100
4765642,Rural Hill CDP,47189,Wilson County,100
4822000,East Columbia CDP,48039,Brazoria County,100
5322115,Erlands Point CDP,53035,Kitsap County,100
5678400,Turnerville CDP,56023,Lincoln County,100
0459690,Red Rock CDP,04001,Apache County,100
0478300,Upper Santan Village CDP,04021,Pinal County,100
1213125,Cobbtown CDP,12113,Santa Rosa County,100
1765884,Rosewood Heights CDP,17119,Madison County,100
2545500,New Seabury CDP,25001,Barnstable County,100
2624880,Edgemont Park CDP,26065,Ingham County,100
7243057,Las Croabas comunidad,72053,Fajardo Municipio,100
0446070,Mescal CDP,04003,Cochise County,100
2814540,Cloverdale CDP,28001,Adams County,100
3639463,Keuka Park CDP,36123,Yates County,100
6629350,Finegayan Station CDP,66010,Guam,100
7257806,Pájaros comunidad,72135,Toa Alta Municipio,100
7277027,San Lorenzo zona urbana,72129,San Lorenzo Municipio,100
0524070,Floral CDP,05063,Independence County,100
1231275,Holley CDP,12113,Santa Rosa County,100
1251400,Olga CDP,12071,Lee County,100
2460275,Parkville CDP,24005,Baltimore County,100
4861280,Red Rock CDP,48021,Bastrop County,100
4923310,Enterprise CDP,49029,Morgan County,100
5541772,Lake Sherwood CDP,55001,Adams County,100
0620574,Eastern Goleta Valley CDP,06083,Santa Barbara County,100
0684144,West Carson CDP,06037,Los Angeles County,100
1857632,Painted Hills CDP,18109,Morgan County,100
2539152,Mashpee Neck CDP,25001,Barnstable County,100
0461448,Round Valley CDP,04007,Gila County,100
0684592,Westmont CDP,06037,Los Angeles County,100
2521115,Edgartown CDP,25007,Dukes County,100
3432418,Holiday City South CDP,34029,Ocean County,100
3725160,Fruitland CDP,37089,Henderson County,100
3964472,Pottery Addition CDP,39081,Jefferson County,100
3984528,Wetherington CDP,39017,Butler County,100
4843948,Loop CDP,48165,Gaines County,100
5613005,Carter CDP,56041,Uinta County,100
0482060,Wet Camp Village CDP,04021,Pinal County,100
0562120,Salado CDP,05063,Independence County,100
0600716,Albion CDP,06045,Mendocino County,100
2209095,Bourg CDP,22109,Terrebonne Parish,100
3438040,Lake Mohawk CDP,34037,Sussex County,100
3532380,Hillsboro CDP,35051,Sierra County,100
4267744,Sand Hill CDP,42075,Lebanon County,100
4814692,Chilton CDP,48145,Falls County,100
0504630,Bee Branch CDP,05141,Van Buren County,100
1243484,Matlacha Isles-Matlacha Shores CDP,12071,Lee County,100
2575680,West Concord CDP,25017,Middlesex County,100
3551035,Napi Headquarters CDP,35045,San Juan County,100
2611200,Brownlee Park CDP,26025,Calhoun County,100
2624300,Eastport CDP,26009,Antrim County,100
3010000,Brockton CDP,30085,Roosevelt County,100
3752920,Pleasant Hill CDP,37193,Wilkes County,100
4553485,Oswego CDP,45085,Sumter County,100
4867763,Sienna CDP,48157,Fort Bend County,100
0600786,Alderpoint CDP,06023,Humboldt County,100
2870120,Standing Pine CDP,28079,Leake County,100
