"docname","from","to","pre","keyword","post","pattern","place_fips","state_name","place_name","meeting_type","transcript_id","transcript_year","transcript_month","transcript_day","stcounty_fips","county_name","state_fips","county_fips"
"text88143",220,220,"demotion decker due second discussion hearing none favor signify say opposed class spectral presentation resolutions first one declaration local emergency","tornado","28 2011 event resolution declaration local emergency april 2011 great event asked probably 250 april may 2009 narrow pacified necklace","wind","5151171","Virginia","Shenandoah County","BOARD OF SUPERVISORS","nkT0fHZOqZo","2011","05","24","51171","Shenandoah County","51","171"
"text83484",3913,3913,"found sit spot listened land stood perfectly still inside overgrown tree wrapped branches wind rustled leaves aspens side alley sparkled","wind","raindrops fell field wild daisies butterfly fluttered past face hummingbird made appearance pregnant doe walked 15 feet front eventually nestled","wind","3079825","Montana","Whitefish city","MUNICIPAL COUNCIL","NvdY16K4iaI","2023","06","19","30029","Flathead County","30","029"
"text22823",3127,3127,"never gonna odor problem unrealistic find significantly reduced odors especially certain points day impactful said earlier physical world hot day","wind","physics takes thermal uplift gonna take everything things smell things smell bad can take going carry wind stream way times","wind","3732260","North Carolina","Holly Springs town","MUNICIPAL COUNCIL","urxTd_IDxhk","2017","08","01","37183","Wake County","37","183"
"text37105",8626,8626,"anyway think gwp done great job chairing one ironies state setting renewable energy goal sources intermittent can invest lot money","wind","farms reliable reliability solar problem wind dies clouds come putting gonna build gas generating plants make shortfall seconds notice sometimes","wind","0630000","California","Glendale city","MUNICIPAL COUNCIL","_y0DjnQwt14","2019","11","21","06037","Los Angeles County","06","037"
"text40872",435,435,"[ 4 second ] tonight can blast [ 5 second ] air way concert still tonight [ 4 second ]","wind","ensemble [ 4 second ] orchestra chamber singers [ 4 second ] involved concert [ 4 second ] evening starting","wind","2720906","Minnesota","Fergus Falls city","SCHOOL BOARD","bAfEh2SAgnQ","2019","01","28","27111","Otter Tail County","27","111"
"text39380",743,743,"waverly joint action mean also part 30 megawatt wind farm town grew chem abrasca take part wind wind farm way","wind","mix wind thing wish glenn built know ten back day entertain motion accept proclamation move approval proclamation proclaiming august 6","wind","1982875","Iowa","Waverly city","MUNICIPAL COUNCIL","M4ys88FG3Xo","2019","08","05","19017","Bremer County","19","017"
"text98712",5885,5885,"consideration making [ 8 second ] liquor liquor exactly [ 6 second ] talkable believe small [ 5 second ]","wind","energy palpable shadow [ 11 second ] flicker default sound levels 55 decibels [ 13 second ] know think fine","wind","3307940","New Hampshire","Brookfield town","PLANNING/ZONING BOARD/COMMISSION","gyw6tuBBOUw","2017","05","18","33003","Carroll County","33","003"
"text54503",5279,5279,"issue p-o-w-m-i-a kovic 19 virtual glenn staff outstanding job event rolling thunder always commended work remind us freedom free people","wind","prisoners war people wind missing action unfortunately many times missing action permanently annually bring attention community world united states citizens","wind","3734200","North Carolina","Jacksonville city","MUNICIPAL COUNCIL","S0k4a2A5Dpw","2020","09","22","37133","Onslow County","37","133"
"text33839",1751,1751,"year m & amp ; r seventy seven thousand nine hundred dollars planned programmed point given school starting probably gonna","wind","carried next year got bigger things coming additional resources nothing specifically identified third category additional revenue federal sources perkins allocation","wind","4659020","South Dakota","Sioux Falls city","SCHOOL BOARD","gu02zVtvJos","2018","07","08","46099","Minnehaha County","46","099"
"text101121",181,181,"road torn quite bit going replace pipe replace catch basins needed couple trees harry little exploring paulie's cross two trees","wind","blow went got continued cleaning drains granite total say around 2 500 gallons first time water come know water went","wind","3358740","New Hampshire","Ossipee town","BOARD OF SELECTMEN","OiV-Wg9izrs","2020","08","17","33003","Carroll County","33","003"
"text29738",3962,3962,"yes allowing [ 5 second ] board light power diversify renewable energy portfolio [ 4 second ] currently landfill gas","wind","[ 5 second ] energy contracts helped board [ 4 second ] light power obtain 10 % current renewable obligations","wind","2633340","Michigan","Grand Haven city","MUNICIPAL COUNCIL","zc9bxKJOiPM","2018","10","01","26139","Ottawa County","26","139"
"text101430",1502,1502,"roadway going two straight lines going east west way going lots north side south side actually lot line middle road","wind","easement dedicated road private driveway - road read everything wrote basically code says dedicated road road live think 60 foot","wind","3678971","New York","Webster town","PLANNING/ZONING BOARD/COMMISSION","HyGDu5WTVnE","2020","06","02","36055","Monroe County","36","055"
"text83759",2251,2251,"enough maybe know bug ear something sense corner southeast corner service pima address 1226 . service say eight months ago","wind","storms knocked stop sign street signs contacted street maintenance never showed neighbors called finally six weeks later came picked someone","wind","0684200","California","West Covina city","MUNICIPAL COUNCIL","Ovhp91KlbN4","2023","02","07","06037","Los Angeles County","06","037"
"text85834",1212,1212,"us well cost cost know mean mean end day called hire someone know mean something else give right mean today","wind","ordinance enforce legal fees mean think considering mean mean based things worked well mean county townships gotten system consolidated county","wind","4959390","Utah","Perry city","MUNICIPAL COUNCIL","y799hMJ01D0","2023","05","03","49003","Box Elder County","49","003"
"text1075",10150,10150,"real refer refer planning probable reverse marketing department [ 5 second ] review dirty talking representative [ 4 second ]","wind","turbines [ 5 second ] going refer [ 4 second ] planning department legal department work together come prototype [","wind","2674900","Michigan","Southfield city","MUNICIPAL COUNCIL","r27Mw9kl3cI","2011","02","28","26125","Oakland County","26","125"
"text76212",846,846,"de-escalate potential seen talking people part cts training right fire training lot time fire truck somewhere yes sent three summer","fire","school last weekend still excited take every opportunity can know putting many people truck operations stuff seeing trucks town lot","fire","2947648","Missouri","Mexico city","MUNICIPAL COUNCIL","a-4EmQnv3SQ","2022","05","23","29007","Audrain County","29","007"
"text48919",2916,2916,"sometimes take several months get planned know approve work actually work executed based everything happened last several years fire behavior","fire","season prepare now first next obviously get defensible space home private property say working community level fire adapted communities work","fire","0654806","California","Pacifica city","MUNICIPAL COUNCIL","xeINFjrm3C8","2020","09","23","06081","San Mateo County","06","081"
"text61183",5378,5378,"miles roseville requires extensive program minimize impacts wildland brush fires program eliminate types fires within community measures currently taking assist","fire","crews providing fire breaks 30 feet hazardous vegetation combustible structures next month prior deadline july first private landowners notified writing","fire","0662938","California","Roseville city","MUNICIPAL COUNCIL","mOzmtiBPsKs","2021","05","19","06061","Placer County","06","061"
"text58524",2196,2196,"action item one consideration resolution 2020-18 approve new contract riverdale city summer grace serve medical director slash advisor riverdale city","fire","department chief shawin mayor required state utah maintain medical control physician dea license carry medications also someone can qa medicals","fire","4964010","Utah","Riverdale city","MUNICIPAL COUNCIL","7EV8SBzqrqk","2020","08","18","49057","Weber County","49","057"
"text83020",7267,7267,"sense putting context together one measure helps identify another measure moving go comparison third part calls calls different weights police","fire","permits different times easy fence got counter year first time fantastic talking apartment complex different standard making sure putting standards","fire","4825452","Texas","Farmers Branch city","MUNICIPAL COUNCIL","59Yxlig61XM","2022","01","26","48113","Dallas County","48","113"
"text26414",4146,4146,"went six six make one resolutions 0 9 6 0 4 & amp ; 6 0 5 allocating money cep","fire","department fire department vehicles rescue trucks somu second property motion second discussion yes council councilmember nancy sorry council cheat vice","fire","0150000","Alabama","Mobile city","MUNICIPAL COUNCIL","VsTMxrXXmeQ","2018","08","28","01097","Mobile County","01","097"
"text81791",9619,9619,"expansions etc know details department assure work comprehensive plan something constantly look working program needed think manager paige probably speak","fire","police fire fire department police department well operational departments weigh one items particular case summary revenues expenses showing staff report","fire","3719000","North Carolina","Durham city","MUNICIPAL COUNCIL","lp2b8kHgtmE","2022","12","19","37063","Durham County","37","063"
"text23675",796,796,"discussion kind speed roberts talking far request one lyle discussions [ __ ] questions associated prepared bring back guys discussion","fire","right much one else signed john next presentation anyone sign wish speak well order presentation presentation request episcopal parish st","fire","4142600","Oregon","Lincoln City city","MUNICIPAL COUNCIL","qWrfiO3wgdo","2017","04","24","41041","Lincoln County","41","041"
"text85587",3315,3315,"truck company came play additional truck coming towers squad service kevin sexual manpower fires makes big difference japan got heavy","fire","smoke coming building since cold smoke actually laying low coming street even see street got positioned right trucks get almost","fire","1738570","Illinois","Joliet city","MUNICIPAL COUNCIL","otHTqk4aQ8g","2023","02","07","17197","Will County","17","197"
"text78312",4497,4497,"engineering city public works department obviously gotten point everybody happy improvement plans going put fire department also know making sure","fire","hydrants going basically rural fire protection capacity right now infrastructure support true fire know fire hydrant it'll function similar rural","fire","4031700","Oklahoma","Guthrie city","MUNICIPAL COUNCIL","Fd5mdVzNe6Y","2022","04","05","40083","Logan County","40","083"
"text90339",5386,5386,"second ] seven thousand seven hundred ninety nine people run howard community hospital ems now [ 5 second ] noblesville","fire","based ems [ 4 second ] service terre haute fire [ 4 second ] based ems another service gary fire","fire","1818035","Indiana","Delaware County","COUNTY COMMISSION","XygMAK5a6kY","2017","08","07","18035","Delaware County","18","035"
"text65328",3744,3744,"rfq got seven responses wonderful interviewed five lot interviewed five worked five companies time mean job things bond architects know","fire","fire house key deeney rec center christener current pavilion owh pavilion oak tree swt playground right now something worked guys","fire","2908236","Missouri","Brentwood city","BOARD OF ALDERMEN","F9oTQlhL1FE","2021","08","16","29189","St. Louis County","29","189"
"text75837",585,585,"station built old fire station started cleaning realized excess equipment old outdated need anymore instead throwing away another option felt","fire","chief felt stuff donated know donated items wanted least can posted donation see anyone's interested can also think anybody interested","fire","2741138","Minnesota","Mayer city","MUNICIPAL COUNCIL","SGgMVSEl4_M","2022","01","24","27019","Carver County","27","019"
"text42712",12866,12866,"put together dave adventure union using uniform facility code also [ 4 second ] use fiba phs 30 60 days","fire","[ 6 second ] stations talks need sizes spaces things nature including big lot need fire station looking matter go","fire","3914226","Ohio","Chilo village","MUNICIPAL COUNCIL","5h5Q_2AlILI","2019","04","27","39025","Clermont County","39","025"
"text62379",4735,4735,"way know couple weeks ago different hat concerned citizen response time wife live eight minutes breathing concerned obviously knowing position","fire","rural fire department chief commissioner times far need protect citizens know lot response time now traffic homes doors come online","fire","1652120","Idaho","Meridian city","MUNICIPAL COUNCIL","Tk_V62weT4o","2021","04","06","16001","Ada County","16","001"
"text61392",1791,1791,"want touch links corey park project early july got started forest health grant 2.5 million dollar grant got funded cal","fire","400 acres 400 acres wunderlich huddard county parks well growth shelter camp near butena got started july done 30 acres","fire","0654806","California","Pacifica city","MUNICIPAL COUNCIL","lJFQskWrE8I","2021","08","11","06081","San Mateo County","06","081"
"text93726",786,786,"can see positive movement can see revenues increasing gap middle deficit can see deficit decreased forget large portion last year","fire","truck fire truck five hundred thousand dollars can see move move can see positive move right direction next slide look","fire","1313227","Georgia","Pickens County","MUNICIPAL COUNCIL","x598vwBj5so","2020","06","01","13227","Pickens County","13","227"
"text52500",1433,1433,"boulevards something keep eye waiting quote mines building gutters minnesota gutter able get done year looking forward finish painting stuff","fire","hydrants curbs rusty bottoms street town keep picking leaves dress alleys [ ] sounds to-do list long september [ ]","fire","2720222","Minnesota","Fairfax city","MUNICIPAL COUNCIL","3GLE00DoIEE","2020","10","05","27129","Renville County","27","129"
"text57544",3727,3727,"us can vector asked math understand now sufficient masks law enforcement however north nashville 325 afternoon driving saw situation two","fire","fire department individuals 3 mn pp individuals gathered around gentleman helping none first responders macs question requirement forcing first responders","fire","4752006","Tennessee","Nashville-Davidson metropolitan government (balance)","BOARD OF HEALTH","QDFqGgNNBzc","2020","05","14","47037","Davidson County","47","037"
"text78719",5559,5559,"close able go council meeting it'd appreciated counselor garvin sorry looping back around taxing authority fire goal try control new","fire","district anything city perspective meaning sustainable operate utility fee revenue stream mentioned kelly's question jeff feel now time discussion going","fire","4145000","Oregon","McMinnville city","MUNICIPAL COUNCIL","ca_pCgA7ZbU","2022","01","11","41071","Yamhill County","41","071"
"text94734",6512,6512,"gathering security need make sure taken consideration think arm model using jc dot excellent people need get car protects containment","fire","barns three jdot facilities regionally placed think need kind think outside box maybe bus garages got drive-throughs school districts can","fire","0101071","Alabama","Jackson County","COUNTY BOARD","fJfkIdh7NVM","2021","02","02","01071","Jackson County","01","071"
"text85445",2118,2118,"representative economics clients can appreciate say reading maybe know work field difficult time understanding question wrote 75 minutes staff time","fire","related systems permit comes 124.31 suggesting 125 fee question fee raised yearly can add language say going instance 125 dollars","fire","4101000","Oregon","Albany city","MUNICIPAL COUNCIL","131-qUxxmcU","2023","06","12","41043","Linn County","41","043"
"text38567",255,255,"time jed crs logan ctr pam woman crazy woman saying raises much much money brings many different things also included","fire","cadets involved important piece us help us learning give community significant ways firemen well know jumping great things amazing herb","fire","1652120","Idaho","Meridian city","MUNICIPAL COUNCIL","JPBX7H4fcaM","2019","11","12","16001","Ada County","16","001"
"text71707",2865,2865,"sometime either late august early september right lot stop sharing see questions dave questions dave elder curry mayor dave regards","fire","may gotten wrong thought expecting revenue coming attachment town madison right city receive eight nine hundred thousand dollars fire services","fire","5548000","Wisconsin","Madison city","COMMITTEE","MP1mw1VYH4s","2021","08","09","55025","Dane County","55","025"
"text2618",5804,5804,"city's standard health insurance plan big issue local 385 negotiations accomplished particular goal [ 4 second ] adjusted premiums paid","fire","[ 4 second ] management zero seven percent [ 4 second ] increased coinsurance [ 5 second ] decreased coinsurance","fire","3137000","Nebraska","Omaha city","MUNICIPAL COUNCIL","Fea3u27-iF4","2012","07","31","31055","Douglas County","31","055"
"text42734",3736,3736,"smoke detector city brooklyn provide two detectors stop fire department id provide able change batteries unable install new detector call","fire","department 206 635 four [ 5 second ] two eight eight happy assist completes report evening legislation sorry two quick","fire","3909246","Ohio","Brooklyn city","MUNICIPAL COUNCIL","zik_oXBQ6sI","2019","03","11","39035","Cuyahoga County","39","035"
"text33210",4841,4841,"6025 9-1-1 calls 34,000 plus administrative calls dispatched fourteen thousand six hundred ninety eight police calls plus 26 hundred fifty","fire","calls difference six thousand nine one one calls 14 thousand police calls going turn expert fourteen thousand 698 police calls","fire","4142600","Oregon","Lincoln City city","COMMITTEE","_tfEPBU8QdQ","2018","04","30","41041","Lincoln County","41","041"
"text36105",4214,4214,"going right now high school hotel deb co project discussion salish know end day development agreements written portion retained sort","fire","protection although went bigger bigger picture certainly debated argued portion funds came different developments used whether reserve something help fund","fire","5365205","Washington","Snoqualmie city","MUNICIPAL COUNCIL","r5-ANuhuyIY","2018","10","11","53033","King County","53","033"
"text87194",2764,2764,"go analysis options build six fire stations future five fire stations future challenged fire department find best locations operate five","fire","stations efficient effective locations possible service city effectively manage long-term costs also provide best service delivery study whereas kind area","fire","4982950","Utah","West Jordan city","MUNICIPAL COUNCIL","oXw_JX6cpPs","2023","08","09","49035","Salt Lake County","49","035"
"text12782",2120,2120,"painting cul-de-sac visible realize residents may get fact matter make enforce issuing summonses now know clear choose know park front","fire","hydrant whatever violation know know certainly help enforcement purposes truly believe way go white lines certainly know speak mayor take","fire","3406340","New Jersey","Bloomingdale borough","MUNICIPAL COUNCIL","ckqCzpYDmps","2015","10","06","34031","Passaic County","34","031"
"text40171",3946,3946,"interesting want come share successes know start new program ask people get involved budget thing shared budget zero reduce number","fire","fatalities statewide budget one things started looking things can can collaborate can work together first people come board men women","fire","2670520","Michigan","Saginaw city","MUNICIPAL COUNCIL","LgtC3D-uHQU","2019","09","09","26145","Saginaw County","26","145"
"text85710",4933,4933,"repayments short-term financing indebtedness related purchase new fire truck believe one brought forward kim hall reason thought going pay cash","fire","truck decided finance affects much capital expenditures year something voted earlier meeting interest c nc covers cost interest money fire","fire","0504840","Arkansas","Bella Vista city","MUNICIPAL COUNCIL","0CewdmfQoBY","2023","05","23","05007","Benton County","05","007"
"text37304",10404,10404,"whether data substantiates city glendale fires typical month two residential fires whole city data regard type fires consumed one room","fire","originated know fires basically often subdued within ten minutes less firemen back significant number false alarms believe data substantiate 90","fire","0630000","California","Glendale city","MUNICIPAL COUNCIL","JjPt_vx6tb8","2019","10","29","06037","Los Angeles County","06","037"
"text4262",205,205,"outdated law says air guns air rifles believe talking traditional bb pellet rifles used hunting small game rabbits birds squirrels","fire","metallic projectiles bb's shaped spears also hollow-point pellets expand impact airsoft guns however trying get legalized least used city fire","fire","3943554","Ohio","Lima city","MUNICIPAL COUNCIL","sikxncc_4ts","2013","11","18","39003","Allen County","39","003"
"text3704",448,448,"upstairs see mention guess going taking business one item reconsideration rehiring two employees executive director receptionist gaspar former township supervisor","fire","one discuss novak report relevance ordinance 105-0-13 action 4t r-11 things asked considered tonight placed agenda discussion tonight seeing question","fire","1724582","Illinois","Evanston city","MUNICIPAL COUNCIL","F83wQfeK0kQ","2013","10","21","17031","Cook County","17","031"
"text38877",1110,1110,"somebody's concerned particularly children home every parent going day wednesday know might able get howard oakton somewhere else also see","fire","chief back know online website know fire department today put basically public service announcement want come chief can put public","fire","1724582","Illinois","Evanston city","MUNICIPAL COUNCIL","TpWatOpZwf8","2019","01","28","17031","Cook County","17","031"
"text91353",10274,10274,"second ] happy picnic gym item future can [ 4 second ] council well discuss want move forward able hire","fire","economic developer discretion [ 4 second ] bible comedian can make [ 4 second ] city board think time happy","fire","1313227","Georgia","Pickens County","MUNICIPAL COUNCIL","AIGwhetjkQA","2018","02","01","13227","Pickens County","13","227"
"text26941",5,5,"afternoon ladies gentlemen building","fire","board appeals regular regularly scheduled meeting can start roll call vice chairman john ditullio present member steven lee present member","fire","0630000","California","Glendale city","OTHER BOARD","kfBcwiovSlI","2018","05","16","06037","Los Angeles County","06","037"
"text69828",1461,1461,"long never even went take one move system two two additional channels now system also mean know police think use","fire","department city radio traffic contained one type city frequency still digital channel fire sheriff's department police department two channels current","fire","4700640","Tennessee","Algood city","MUNICIPAL COUNCIL","OD5vemCi5G8","2021","04","13","47141","Putnam County","47","141"
"text73227",8964,8964,"yep rent comes general funds one percent passes able take funds reallocate additional needs city might mean tot back door","fire","department careful see specific planting language measure sure going looked favorably obviously run issue know tot goes sales tax goes","fire","0602112","California","Angels city","MUNICIPAL COUNCIL","RZG4TLzwd8I","2022","09","20","06009","Calaveras County","06","009"
"text87173",2950,2950,"jump hard see hand races continue get know intense heat domes know 105 plus degrees think chance sadly wildfires know","fire","power lines live forest fire spark lit grass fire sadly think might dealing forest fires even neighborhoods going careful try","fire","5333805","Washington","Issaquah city","OTHER BOARD","fjaLcX9INGs","2023","03","08","53033","King County","53","033"
"text47764",3314,3314,"comment open public public hearing jimmy members audience comment matter well seeing bringing back council know joey particular issue know","fire","took place paradise know know post california state state burned know utility lines everything done power now future putting underground","fire","0670882","California","Selma city","MUNICIPAL COUNCIL","2U9FZKqnT04","2020","02","18","06019","Fresno County","06","019"
"text16019",3816,3816,"another item last item process works opportunity right now matter least make street get finally put provide access people area","fire","access backside storage ins burn questions . brockhouse new yes three families live three families live neighborhood use street regular","fire","4659020","South Dakota","Sioux Falls city","PLANNING/ZONING BOARD/COMMISSION","f6IGyOMiybw","2016","12","07","46099","Minnehaha County","46","099"
"text61384",700,700,"el granada ones hill fire hazard way guys go know one county agency money county agency money work together mitigate","fire","hazard hill make lot sense done darling think hill corey park boundaries inquiry park boundaries lynn might know corey park","fire","0654806","California","Pacifica city","SCHOOL BOARD","1x3IlKOyeNE","2021","08","19","06081","San Mateo County","06","081"
"text47281",3014,3014,"houston street tudhill well todd hill old shell spring hill now looked fire lane got get whole mix fire lane","fire","lane allowed took every one todd hill considered fire line believe person bidding resurface street need place whatever needs resurface","fire","0150000","Alabama","Mobile city","COMMITTEE","xddSa_mo1ZA","2020","09","08","01097","Mobile County","01","097"
"text54551",329,329,"feel make sure definitely every story suite around entire comedy immutable people sees lot common injury situation taken taking fire","fire","fire stations around community probably much higher saying renegotiated perhaps issues things contract issues issue kind outcome looking one thing","fire","3736500","North Carolina","Lake Lure town","MUNICIPAL COUNCIL","wr8ujFDGN9E","2020","05","12","37161","Rutherford County","37","161"
"text46156",6721,6721,"incident structure fire right see started two years ago ordering engine companies 750 gallon water tanks rather typical 500 gallon","fire","water tank anticipation urban interface term hear refer urban area comes forested area desert area referred business ehrman urban interface","fire","5333805","Washington","Issaquah city","MUNICIPAL COUNCIL","uL0CirjGvCM","2019","09","03","53033","King County","53","033"
"text82982",6142,6142,"clowns quiet guys next three speakers paul next three speakers bob palomares russell shaffer joanne steffen evening bob first police","fire","ed read roundup know busy threw plate hell job lindsey robinson said forgot mention happened 40 years ago ladonna jensen","fire","0649270","California","Moreno Valley city","MUNICIPAL COUNCIL","jt2oNVwg3wg","2022","04","05","06065","Riverside County","06","065"
"text50395",2756,2756,"two list actually giving people opportunities get fire department know former alderman edwards said one time tried put educational requirement","fire","department says want people strong understand afraid go fight fire go firefighters know think lot people physical ability knowledge able","fire","1772000","Illinois","Springfield city","COMMITTEE","DXf8fvqTq6E","2020","12","08","17167","Sangamon County","17","167"
"text9747",615,615,"use additional requests plus cost added three police officers three firefighters wait judgments also option adding option ads three three","fire","wage adjustments also line item adjustments made changes expenses changes revenue option five similar option except adds back police two","fire","1982425","Iowa","Waterloo city","MUNICIPAL COUNCIL","Aatlgac1tGE","2015","02","16","19013","Black Hawk County","19","013"
"text40890",2284,2284,"think know coming two million dollars expected us including jason think concerned third third point flooding flooding lady tired cleaning","flooding","understand know weigh mean one reasons favor project begin get rid flooding clinton first horrible started whole thing know looked","flood","2720222","Minnesota","Fairfax city","MUNICIPAL COUNCIL","LD6T9Szfp80","2019","05","06","27129","Renville County","27","129"
"text24797",3074,3074,"[ 4 second ] ordinance adopt new floodplain required federal law many [ 4 second ] residents businesses required purchase","flood","insurance [ 5 second ] goal complete necessary flood [ 4 second ] control improvements remove properties floodplain fast possible","flood","4659020","South Dakota","Sioux Falls city","MUNICIPAL COUNCIL","RCHKGH--UCU","2017","07","23","46099","Minnehaha County","46","099"
"text25019",680,680,"committee people come vfw meeting get plenty help ask help serve still serving retired still thing hearts military members back","flooding","railroad bridge changed forgot bring minute ago pillars bigger taking less space space creek water go railroad company part problem","flood","4866128","Texas","Schertz city","MUNICIPAL COUNCIL","yCw-Cefrax4","2017","09","12","48029","Bexar County","48","029"
"text66185",5150,5150,"knew look much thought live dumont lane see houses debris front house still garage move street yet means move street","flood","related picked also reason second drive town second drive-through clearly take much less time first company going town second time","flood","3424930","New Jersey","Franklin borough","MUNICIPAL COUNCIL","r86_4gFdcGY","2021","09","14","34037","Sussex County","34","037"
"text88826",1123,1123,"history headed pass arena trying get page avenue get across bridge well signals upper bottom arena multiple jurisdictions also get","flooded","system changes able implemented signal timing pk cars moving second event 370 thing operator system notice backups 94 signals peal","flood","2929183","Missouri","St. Charles County","MUNICIPAL COUNCIL","QgHIJKiK2FM","2014","04","14","29183","St. Charles County","29","183"
"text4394",1370,1370,"reviewed site assist city much info support favor scotty's solid waste cnd project assumed authority site however county four remaining","flood","properties wish put property prior happening asked done city authority side falls upon emergency management department prepare knee shafts necessary","flood","4048000","Oklahoma","Miami city","MUNICIPAL COUNCIL","UyjfG0l9RMk","2013","02","19","40115","Ottawa County","40","115"
"text77251",2321,2321,"2022 initial female evaluation whereas city port service experiencing heavier downpours climate change change advances whereas instances macarthur circle underpass","floods","point safe passage vehicles pedestrians curtailed forcing detours extended travel times including emergency vehicles whereas pumps currently located underpass address","flood","3659388","New York","Port Jervis city","MUNICIPAL COUNCIL","RELWo4Juu4Y","2022","05","23","36071","Orange County","36","071"
"text30859",8803,8803,"] better handle cost flood mitigation phase one correct possible [ 4 second ] gonna know point cost substantially thought","flood","mitigation conversely substantially less thinking guess [ 5 second ] substantial relative substantial relative know mentioned contingencies accommodate risk found","flood","2908236","Missouri","Brentwood city","OTHER BOARD","6VkGbVRrKhM","2018","09","04","29189","St. Louis County","29","189"
"text63267",1873,1873,"project sold 70 million dollar number show duplicate next year relative pilot aware mean looking actually gone know value zero","flood","wall generating zero revenue now probably next year going probably probably 130 40 million dollar assessment values going generating either","flood","2120350","Kentucky","Dayton city","MUNICIPAL COUNCIL","bfxIljJ8Y9k","2021","08","03","21037","Campbell County","21","037"
"text102726",12927,12927,"upper montclair women's club second third time now done probably last nine months great see new businesses started despite pandemic","floods","everything else also great attend max challenge grand reopening commend councillor jacob ellis work help get permits get things moving","flood","3447500","New Jersey","Montclair township","MUNICIPAL COUNCIL","UKq9uh9Ykm8","2022","04","05","34013","Essex County","34","013"
"text82370",19980,19980,"collected stormwater drains pipes streets flows directly creeks streams rivers lakes without treatment properly functioning stormwater system can help prevent","flooding","minimize pollution entering local waters [ ] [ ] name michael tragesh yelp reno community director take tour amazing hispanic","flood","3260600","Nevada","Reno city","MUNICIPAL COUNCIL","xpYv7lSL_Nc","2022","04","13","32031","Washoe County","32","031"
"text62971",4728,4728,"road built directly established natural waterway runs flood flood plain also projected built upon paved area feeding waterway currently prone","flooding","right now despite previous roadway culvert improvements current mississippi avenue chicago road intersection presented proposal fails provide evidence road development","flood","1738570","Illinois","Joliet city","MUNICIPAL COUNCIL","HU9ksU1V77g","2021","12","21","17197","Will County","17","197"
"text87424",5363,5363,"3rd court right right lot ask question raise hand entrance exit front house 48 cars coming raise hand paul flooded","flooded","block water now want flood block traffic land got chose build citadel big built big space entrance go 135th lot","flood","4847988","Texas","Miami city","MUNICIPAL COUNCIL","f5GiQAxQGA0","2023","05","09","48393","Roberts County","48","393"
"text91872",3182,3182,"know plans something gonna [ 4 second ] done hurricane matthew water within feet home [ 4 second ] mean","flood","zone mean issue main concern [ 16 second ] also announced name without [ 7 second ] butchering [ 7","flood","3737147","North Carolina","Pitt County","COMMITTEE","7tPcvpjYeUA","2018","10","17","37147","Pitt County","37","147"
"text41901",2224,2224,"flooding basement always starts side house storm sewer pipe located noted others inadequacy storm sewer line seen effect also return","flooding","basement first baptist church across street livingston avenue basement neighbor's house 221 hale street calls wetness benares paratus told runoff","flood","3451210","New Jersey","New Brunswick city","MUNICIPAL COUNCIL","GLUYo_ExbBk","2019","12","04","34023","Middlesex County","34","023"
"text15126",6155,6155,"plain flood insurance study now includes detailed study area buffalo creek brightleaf u.s . 70 bypass spring branch hundred-year flood","flood","way smaller new river flood way appears increased area places lot changes meandering neuse river changes proposed ordinance think guys","flood","3762520","North Carolina","Smithfield town","MUNICIPAL COUNCIL","xU4eAwnyru4","2016","04","03","37101","Johnston County","37","101"
"text84668",14295,14295,"excess acres obviously excess eight acres now today less percolate neighbors old dixie lagrange even maryland flood now going cope","flooding","help us keep homes dry find way help us kimberly kimberly horn people know piece already talking many meetings know","flood","1271900","Florida","Titusville city","MUNICIPAL COUNCIL","18lNMdJDC28","2023","06","13","12009","Brevard County","12","009"
"text63766",1382,1382,"add public hearing ability town receive srf grant state amount 9.94 million dollars address issue town seen many years regarding","flooding","ingleside park project looked three five years ago town looked different options given price think price time somewhere 11 13","flood","2581005","Massachusetts","Winthrop Town city","MUNICIPAL COUNCIL","NzP0QVovA1c","2021","08","17","25025","Suffolk County","25","025"
"text84215",11392,11392,"jordan lake peak peak hits upstream several days later mean hydrology works small small bucket going significant raise 3000 acre","flood","plain comment using three acres developmental developable area site 7.487 acres proposing 28 disturbed equals two acres rounded three try","flood","3719000","North Carolina","Durham city","MUNICIPAL COUNCIL","ETXkJfsS2Ao","2023","04","03","37063","Durham County","37","063"
"text72336",1216,1216,"existing spillway west side dam activated 200-year event also known one-half percent chance exceedance given year preliminary alternative number two","flood","proofing downstream essentially know previous slide talked topping spillway flows going alternative accommodate flows dam site way truckee river kind","flood","3260600","Nevada","Reno city","UNKNOWN","APTbq6Ru8QQ","2021","10","19","32031","Washoe County","32","031"
"text62416",4227,4227,"plants preliminary plans include firm staff report exhibit a8 looking base flood elevations proposal see staff comment firm's attached base","flood","elevation 21 31 exhibit a3 details residential lots roads vip fourth one looks public utilities facilities making sure impact creating","flood","1664810","Idaho","Post Falls city","PLANNING/ZONING BOARD/COMMISSION","AfDwIn_s30I","2021","02","09","16055","Kootenai County","16","055"
"text93576",3669,3669,"planning board now announce state back 2017 moment made updates north carolina model flood plain prevention movements trying follow national","flood","insurance program ip used model provided ordinance order comply minimum criteria national flood charts program think meets exceeds requirements looked","flood","3737065","North Carolina","Edgecombe County","MUNICIPAL COUNCIL","HyQywGdFmmU","2019","07","09","37065","Edgecombe County","37","065"
